Dec-Jan-Feb 1962,Dec-Jan-Feb 1963,Dec-Jan-Feb 1964,Dec-Jan-Feb 1965,Dec-Jan-Feb 1966,Dec-Jan-Feb 1967,Dec-Jan-Feb 1968,Dec-Jan-Feb 1969,Dec-Jan-Feb 1970,Dec-Jan-Feb 1971,Dec-Jan-Feb 1972,Dec-Jan-Feb 1973,Dec-Jan-Feb 1974,Dec-Jan-Feb 1975,Dec-Jan-Feb 1976,Dec-Jan-Feb 1977,Dec-Jan-Feb 1978,Dec-Jan-Feb 1979,Dec-Jan-Feb 1980,Dec-Jan-Feb 1981,Dec-Jan-Feb 1982,Dec-Jan-Feb 1983,Dec-Jan-Feb 1984,Dec-Jan-Feb 1985,Dec-Jan-Feb 1986,Dec-Jan-Feb 1987,Dec-Jan-Feb 1988,Dec-Jan-Feb 1989,Dec-Jan-Feb 1990,Dec-Jan-Feb 1991,Dec-Jan-Feb 1992,Dec-Jan-Feb 1993,Dec-Jan-Feb 1994,Dec-Jan-Feb 1995,Dec-Jan-Feb 1996,Dec-Jan-Feb 1997,Dec-Jan-Feb 1998,Dec-Jan-Feb 1999,Dec-Jan-Feb 2000,Dec-Jan-Feb 2001,Dec-Jan-Feb 2002,Dec-Jan-Feb 2003,Dec-Jan-Feb 2004,Dec-Jan-Feb 2005,Dec-Jan-Feb 2006,Dec-Jan-Feb 2007,Dec-Jan-Feb 2008,Dec-Jan-Feb 2009,Dec-Jan-Feb 2010,Dec-Jan-Feb 2011,Dec-Jan-Feb 2012,Dec-Jan-Feb 2013,Dec-Jan-Feb 2014,Dec-Jan-Feb 2015,Dec-Jan-Feb 2016,Dec-Jan-Feb 2017,Dec-Jan-Feb 2018,Dec-Jan-Feb 2019
-2.091,-0.171,-0.083,-0.084,0.303,0.342,-0.121,-0.358,0.437,0.26,0.143,0.485,0.027,-0.77,-0.65,0.253,-0.277,0.438,-0.306,1.291,-1.056,-0.345,-0.547,0.684,0.844,0.342,0.968,1.029,-1.165,0.531,-1.125,-1.184,0.916,0.08,0.735,0.613,0.13,0.736,0.863,0.871,0.644,0.839,0.739,1.414,0.754,1.842,1.3,2.066,0.768,0.701,1.738,0.786,0.342,1.446,1.432,2.947,2.774,0.916
0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663
-0.046,-0.264,0.645,-0.465,-0.381,0.242,0.208,0.527,0.24,0.22,-0.138,0.119,-0.321,-0.495,-0.09,0.321,0.022,-0.244,0.197,0.395,0.181,0.35,0.629,-0.328,0.734,0.419,0.612,0.212,0.032,0.28,0.977,0.049,0.642,0.887,0.334,0.301,1.656,0.446,0.337,0.352,0.766,0.875,0.846,0.975,0.905,0.902,-0.032,0.534,0.646,1.186,0.633,0.93,1.068,0.937,1.617,0.921,0.704,0.51
0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.561,1.744,0.726,0.94,-0.849,1.221,-3.184,0.248,2.55,-3.875,0.506,0.505,1.463,-0.093,1.749,-1.128,1.463,1.461,-0.261,1.796,-0.57,1.244,1.734,1.69,-0.128,0.985,0.369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031,-0.127,-0.523,-0.762,1.502,0.533,0.079,0.525,-0.765,-0.188,-0.05,2.517,-1.634,-1.011,-0.672,0.399,-0.151,-0.018,-0.184,0.479,0.81,0.982,0.263,0.384,-0.221,1.031,-0.032,-0.918,1.5,0.594,-0.401,1.154,0.445,1.85,-0.836,0.387,1.51,-0.631,-0.781,0.366,0.214,0.656,1.154,0.434,-1.054,0.966,-1.782,0.978,1.713,0.304,-0.08,0.042,-0.933,-0.009,3.231,0.467,1.05,1.581
0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
-0.199,-0.136,0.012,-0.574,0.296,0.039,-0.201,-0.1,-0.019,0.471,-0.032,0.45,-0.04,-0.517,-0.109,0.107,0.067,-0.144,0.392,0.169,0.259,0.232,0.147,0.215,0.196,0.403,0.77,0.238,-0.104,0.594,0.939,0.194,0.611,0.989,0.674,0.89,1.362,0.82,0.607,0.624,0.747,1.239,1.384,1.097,0.527,1.171,0.943,0.719,0.949,0.955,0.855,1.62,1.208,1.192,2.127,1.384,1.276,1.067
0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
-0.002,0.503,0.963,-0.777,0.118,-0.459,-0.497,0.281,-0.039,-0.106,-0.407,-0.148,-0.914,-0.21,-1.023,0.185,0.243,0.317,0.228,0.387,0.258,-0.604,0.351,-0.507,-0.008,0.013,0.98,-0.379,0.429,0.104,-0.805,0.07,0.437,0.598,0.581,-0.57,1.491,0.913,-0.063,0.663,0.889,0.945,0.421,0.428,0.099,1.099,0.296,-0.14,0.993,-0.76,0.174,0.616,0.687,0.574,1.19,0.999,1.167,0.863
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
0.064,-0.234,0.235,-0.62,0.294,0.145,-0.188,0.268,-0.24,-0.068,-0.278,0.843,-0.295,-0.196,-0.058,0.135,0.155,0.196,0.038,-0.245,-0.01,0.666,-0.075,0.184,-0.052,0.534,0.613,-0.517,0.433,0.673,0.408,0.093,0.241,0.499,0.112,-0.093,1.199,0.584,0.378,0.579,0.297,1.587,0.362,0.506,0.284,0.994,0.441,1.093,0.931,0.211,0.661,1.351,1.195,0.812,1.614,1.401,0.853,1.203
0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376
-0.965,-3.11,-1.258,0.848,1.73,-0.002,-0.352,-1.57,-0.187,0.236,0.564,-0.967,-0.927,0.278,-0.674,-0.202,-2.916,0.678,1.895,0.03,1.352,2.363,-0.54,-1.124,2.174,-1.815,-0.045,-0.664,-0.419,0.479,-3.799,-1.994,1.632,-0.213,-0.322,0.44,-0.016,-3.799,1.651,1.914,-5.059,-2.234,-0.317,1.417,0.897,0.887,-1.337,1.503,1.578,0.499,1.262,-1.238,-0.627,1.202,1.899,-2.144,2.741,-0.403
1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649,1.649
-0.799,-0.16,0.115,0.875,-1.201,0.506,-0.053,1.328,0.71,-0.599,0.106,0.478,-0.024,-0.944,0.451,0.244,-0.416,0.941,-0.479,-0.652,0.486,-0.164,0.859,-0.698,-1.148,-1.071,0.612,-0.91,0.34,1.636,-0.435,0.326,0.469,-0.827,1.506,0.968,0.697,1.066,-0.196,-0.039,1.713,0.987,0.335,2.59,1.807,-0.205,0.572,1.067,1.519,0.404,-0.573,0.714,0.18,0.499,-1.033,1.872,0.803,0.352
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.13,-0.005,0.356,-0.635,0.066,-0.085,-0.234,-0.312,0.348,-0.253,-0.632,0.677,0.032,-0.03,-0.327,,,0.143,,,1.065,,-0.245,-0.216,,-0.067,1.242,-0.105,,0.165,0.165,,,,,0.065,0.215,,-1.685,1.656,0.384,0.947,0.509,0.703,2.473,0.423,0.397,1.704,0.914,0.663,1.193,0.945,1.157,,,,,
0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,,,0.374,,,0.374,,0.374,0.374,,0.374,0.374,0.374,,0.374,0.374,,,,,0.374,0.374,,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,,,,,
0.738,1.447,-0.79,-0.544,-0.045,0.536,-0.576,0.302,0.617,-0.083,0.598,-0.518,-0.077,-0.853,,-0.243,1.097,0.987,0.957,0.507,1.727,0.557,,0.237,1.057,1.227,,,,1.887,0.927,-0.393,-0.353,0.977,1.467,1.017,0.727,1.027,0.987,1.127,2.457,1.607,1.627,0.757,1.627,1.077,0.317,0.017,2.507,2.327,1.277,0.497,1.123,0.897,1.747,1.767,1.707,1.347
0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,,0.656,0.656,0.656,0.656,0.656,0.656,0.656,,0.656,0.656,0.656,,,,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656,0.656
0.589,-0.714,0.009,-0.921,1.453,0.996,-0.96,1.624,-0.63,0.565,0.06,0.515,-0.742,0.31,-1.837,0.164,0.679,0.416,0.008,0.397,-0.967,-0.611,-0.062,0.503,0.235,0.163,-0.432,-0.383,0.066,0.801,1.009,0.712,0.06,1.404,0.058,-0.202,2.204,0.728,-0.868,1.458,0.55,2.161,0.268,0.505,0.378,1.262,1.579,0.259,1.429,1.111,0.786,2.358,-0.543,1.154,2.391,1.755,0.946,2.296
0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823
-0.714,0.575,0.18,-0.031,-0.326,0.079,0.401,0.324,0.262,-0.308,-0.783,0.64,0.213,-0.89,-0.551,0.12,-0.188,0.312,-0.324,-0.308,0.294,-0.127,-0.463,-0.19,-0.134,-0.787,0.272,-0.434,-0.117,2.667,-1.223,-0.281,0.994,0.003,0.485,0.441,0.528,0.686,0.043,0.143,1.242,0.88,0.838,0.975,1.553,0.48,1.32,1.22,1.413,0.791,-0.008,0.547,1.367,1.272,0.39,1.659,1.598,1.396
0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442
-0.672,1.321,0.427,-2.445,1.027,0.882,2.196,-0.571,4.17,-3.007,-2.885,-3.845,0.847,2.208,-1.342,-1.504,-2.114,0.375,2.093,-2.888,2.661,-0.065,-2.748,-2.76,1.585,2.571,4.491,0.16,-1.25,-2.331,0.326,-0.524,1.573,2.413,-0.799,1.015,4.339,2.743,3.632,-0.704,4.236,4.942,3.715,-0.944,3.699,5.078,0.096,-1.919,2.006,3.981,3.997,1.219,-2.759,2.533,3.312,0.408,1.789,3.383
2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242
0.016,-1.334,-0.894,,-0.434,-0.718,0.672,0.032,-0.799,0.201,0.905,0.923,-0.94,0.301,-0.339,0.792,0.898,1.397,0.25,-0.122,0.366,0.393,0.712,0.17,0.264,1.746,1.0,0.39,0.07,0.686,0.752,0.925,1.002,1.266,1.192,0.312,1.262,1.252,-0.098,,,,,,1.092,1.422,0.412,0.052,1.752,-1.478,0.482,0.942,1.312,0.692,1.582,1.652,0.962,1.662
0.906,0.906,0.906,,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,,,,,,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906
-0.913,0.438,0.128,0.007,-0.059,-0.49,0.242,0.31,0.694,-0.41,-1.298,0.52,0.083,-0.637,-0.708,0.576,-0.035,0.506,-0.252,-0.265,1.178,-0.184,-0.151,-0.005,0.139,-0.579,0.365,-0.105,-1.149,3.671,-0.942,0.061,1.267,-0.559,-0.057,0.066,1.058,0.95,0.7,0.303,1.285,-0.052,0.936,0.953,2.032,-0.312,1.0,1.438,0.843,0.842,-1.358,0.954,0.742,0.488,-0.464,1.715,1.821,1.02
0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608,0.608
-1.859,0.803,0.557,0.338,-0.393,-0.411,1.285,0.761,1.495,-0.907,-1.095,0.872,0.817,-1.512,-0.761,0.897,-1.288,0.323,-0.558,-0.534,0.589,-0.196,0.645,-0.565,0.37,-1.507,0.467,0.122,-0.011,1.879,-1.204,-0.617,0.999,-1.011,0.598,0.218,0.666,1.84,0.214,-0.735,1.084,0.082,0.514,1.115,2.388,-0.885,1.079,1.61,0.911,0.486,-0.384,0.52,1.122,1.75,-1.581,1.986,2.354,1.166
1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174,1.174
-1.042,-2.463,-2.765,-0.932,1.083,1.364,-0.584,-1.225,-1.372,-1.686,0.207,0.622,0.022,2.477,-1.212,-1.93,1.185,0.276,1.216,-0.099,-1.025,0.033,0.286,0.271,1.4,1.154,0.356,1.988,0.541,-0.803,-0.863,-0.172,1.357,2.238,-1.288,-2.027,1.142,0.858,0.819,1.735,-1.265,1.655,0.486,0.208,-0.566,1.315,0.108,-0.997,-0.665,-3.302,2.127,1.459,1.433,1.171,4.795,0.917,1.125,2.42
1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.447
-0.232,0.632,0.05,0.098,-0.939,-0.485,0.45,-0.039,0.726,-0.594,-0.762,0.942,-0.631,-0.57,-0.635,0.088,0.429,0.223,0.503,0.183,0.039,0.725,1.1,0.081,0.291,0.421,0.182,-0.118,0.347,-0.293,-1.084,0.001,-0.238,0.619,0.981,0.234,0.444,0.149,-0.211,-0.183,1.134,0.0,-0.676,0.308,0.075,-0.008,-0.248,1.106,-0.357,-0.737,1.121,-0.572,0.654,-0.23,0.215,0.498,0.337,0.419
0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516
-0.325,0.626,0.347,-0.007,-1.01,-1.25,-2.292,1.762,-0.392,0.385,0.636,0.276,0.255,-1.782,-1.414,-0.549,1.113,1.616,1.727,0.587,-0.255,-0.24,0.379,-1.287,-0.574,0.865,1.076,1.769,1.761,1.648,0.567,1.119,0.252,1.166,0.603,1.047,0.653,2.017,1.17,0.988,-0.233,0.045,0.995,1.384,-0.592,1.143,2.066,1.583,0.374,0.625,0.38,-0.594,0.932,-0.1,1.567,3.012,1.514,0.084
1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148
0.875,0.046,0.279,-0.539,-0.158,0.743,-2.941,4.092,-0.833,0.504,-0.525,-0.308,-1.321,-0.17,-3.265,-0.292,2.112,0.941,1.272,0.417,-1.255,-1.898,-1.195,-1.262,-0.743,0.331,-0.638,0.253,-0.022,1.567,0.898,1.713,-0.801,1.453,-0.472,0.634,0.729,1.548,-0.847,1.412,-0.019,0.307,0.056,1.514,-0.274,0.961,2.34,0.795,-0.136,0.743,-0.497,0.188,-1.557,-1.466,0.64,2.44,0.81,1.504
1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492
0.875,0.046,0.279,-0.539,-0.158,0.743,-2.941,4.092,-0.833,0.504,-0.525,-0.308,-1.321,-0.17,-3.265,-0.292,2.112,0.941,1.272,0.417,-1.255,-1.898,-1.195,-1.262,-0.743,0.331,-0.638,0.253,-0.022,1.567,0.898,1.713,-0.801,1.453,-0.472,0.634,0.729,1.548,-0.847,1.412,-0.019,0.307,0.056,1.514,-0.274,0.961,2.34,0.795,-0.136,0.743,-0.497,0.188,-1.557,-1.466,0.64,2.44,0.81,1.504
1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492
-0.329,0.63,0.349,-0.005,-1.014,-1.257,-2.289,1.762,-0.39,0.384,0.638,0.276,0.264,-1.792,-1.412,-0.551,1.111,1.621,1.73,0.593,-0.252,-0.238,0.387,-1.289,-0.573,0.869,1.081,1.777,1.769,1.651,0.566,1.119,0.254,1.161,0.609,1.051,0.652,2.018,1.175,0.985,-0.235,0.041,0.999,1.384,-0.589,1.145,2.068,1.587,0.377,0.628,0.385,-0.596,0.94,-0.096,1.57,3.016,1.519,0.078
1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467,1.467
0.715,-0.477,-0.201,-0.552,0.134,0.618,-3.07,1.764,-0.998,0.564,0.03,0.252,-1.964,0.905,-1.985,0.029,1.678,0.298,1.01,-1.111,-1.084,-0.661,-1.696,-0.66,-0.731,-0.066,-0.162,-0.214,-0.37,0.767,0.866,1.221,-0.182,2.359,-0.856,0.019,1.008,1.777,-0.103,1.741,0.359,1.027,0.094,1.363,-1.279,0.587,1.611,0.603,-0.354,-0.263,-0.971,-0.178,-1.243,-1.204,0.838,2.068,0.192,1.521
1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137,1.137
,,,,,,,,,,,0.971,-0.339,-0.479,-0.889,-0.399,0.091,0.241,0.421,0.381,,,-0.289,,-0.279,0.081,-0.069,-0.609,0.381,0.431,-0.109,-0.059,0.401,0.821,-0.409,-0.179,,0.001,-0.189,0.241,-0.499,0.701,0.201,0.101,0.121,0.921,0.121,-0.029,0.221,,0.621,0.471,0.711,0.721,1.121,0.571,0.521,0.071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.366,-0.164,0.626,-0.234,0.096,-0.114,-0.424,0.346,0.226,-0.424,-0.574,0.666,-0.574,-0.594,-0.474,-0.084,-0.044,0.476,0.276,-0.254,-0.134,0.736,-0.174,-0.034,0.036,0.016,-0.084,-0.384,0.266,0.616,-0.314,-0.274,0.166,0.246,-0.044,0.126,1.216,1.016,0.376,0.066,0.486,0.836,0.286,0.286,0.286,0.286,0.386,-0.514,0.286,1.126,0.786,0.586,0.586,0.886,1.286,0.286,0.286,-0.014
0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366
-0.209,0.168,0.502,-0.615,0.116,-0.396,-0.075,0.432,0.524,-0.067,-0.56,0.41,-0.537,-0.266,-0.911,0.099,0.469,0.035,0.181,0.331,0.274,0.284,-0.167,-0.119,-0.193,0.216,0.701,-0.421,0.301,0.134,0.447,0.379,0.438,0.38,0.229,-0.032,1.28,0.343,-0.1,0.23,0.435,0.806,0.487,0.529,0.216,0.744,0.056,0.385,1.505,0.087,0.688,0.99,0.744,1.232,1.925,0.771,1.173,1.056
0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.398
-0.252,0.401,-0.152,-0.535,-0.338,0.034,-0.331,-0.281,0.091,-0.354,-0.454,0.346,-0.676,-0.093,0.193,-0.107,0.251,-0.027,0.494,0.257,0.521,,-0.329,-0.329,-0.219,0.151,0.271,0.381,0.151,0.601,-0.269,0.011,0.321,0.151,0.341,0.071,0.601,0.491,-0.619,0.751,1.261,0.981,0.681,0.181,0.351,0.431,0.431,0.751,1.301,0.451,1.021,0.851,1.001,1.301,1.751,1.601,1.351,1.801
0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324
-0.007,0.242,0.162,-0.443,-0.167,-0.027,0.162,-0.017,0.131,-0.042,-0.843,0.69,-0.266,-0.627,-0.52,-0.181,0.022,0.389,0.249,0.013,0.04,0.13,-0.231,-0.208,-0.068,-0.122,0.471,-0.785,0.054,0.397,0.152,-0.203,0.52,0.588,-0.016,0.087,0.505,0.74,0.628,0.014,0.949,0.511,0.756,1.034,0.794,0.331,0.503,1.161,0.837,0.668,0.008,0.992,0.768,1.093,1.131,1.415,1.295,1.18
